Job Title,Company,Location,Experience,Posted,Description,Skills
Analyst,eClerx,Mumbai,0-3 Yrs,1 week ago,"Looking for a skilled Analyst to join our team at eClerx Services Ltd., an IT Services ...","database maintenance, database administration, analytical instruments, sql dba, log shipping, uv, performance tuning, quality control"
LEC- Analyst LEC- Analyst,JPMorgan Chase Bank,Mumbai,0-4 Yrs,1 week ago,"Required qualifications, capabilities, and skills Preferred qualifications, capabilitie...","Manager Internal Audit, Financial statements, MS Access, Reconciliation, IFRS, Risk management, Forecasting, Balance Sheet"
Analyst,Brandwatch ES,Chennai,2-5 Yrs,1 week ago,"A successful Analyst can distinguish between critical, important and non-essential info...","Media management, Senior Analyst, Social media, Manager Technology, Genetics, data privacy, Content editing, international clients"
Analyst,NOVARTIS,Hyderabad,1-5 Yrs,1 week ago,Putting together specifications to extract / transform data into required formats for d...,"advanced analytics, Statistical modeling, Interpersonal skills, Support Team Lead, Networking, Data modeling, Analytical, Programming"
All Rounder Analyst,Alchmi Growth Services,Bengaluru,0-3 Yrs,2 weeks ago,"Strong analytical abilities, excellent communication skills, and experience in market r...","Excel, Senior Analyst, Analytical, Competitor analysis, Market research, Research, Analysis, Analytics"
MIS Specialist,Marico,Perundurai,2-7 Yrs,3 weeks ago,Working knowledge of Power BI or other data visualization tools. Sound understanding of...,"MIS Preparation, MIS Generation, Data Analytics, SAP Finance, Budgetary Analysis, Budgetary Control, Accounting, Data Interpretation"
Consultant/Analyst,Fresh Gravity,Pune,3-6 Yrs,2 weeks ago,Individual should ha,"Data management, Data modeling, Artificial Intelligence, Consulting, Machine learning, Agile, Analytics, SQL"
MIS Lead,T&N Business Services,Hyderabad,3-7 Yrs,3+ weeks ago,Managing multiple tasks at the same time proficiently . Must know how to create and man...,"Payroll processing, Data validation, Sales, Analytical, Conditional formatting, Advanced Excel, Metrics analysis, Management reporting"
MIS Lead,T&N Business Services,Gurugram,3-7 Yrs,3+ weeks ago,Managing multiple tasks at the same time proficiently . Must know how to create and man...,"Payroll processing, Data validation, Sales, Analytical, Conditional formatting, Metrics analysis, Management reporting, MIS Lead"
Impact Research Lead,Bevolve Ai,Viluppuram,5-10 Yrs,5 days ago,"will be preferred. Master s (Social Sciences, Sustainability, Energy, Public Policy or ...","Waste management, Research Lead, Operations research, Accounting, Analytical, Report writing, Mentor, Research"
Tableau developer (US MNC Analytics),US MNC (analytis),"Hybrid - Noida, Gurugram, Delhi / NCR",4-7 Yrs,5 days ago,Salary- 15 to 30 LPAExp- 4 to75 yearsLocation- GurgaonNotice: Immediate to 30 days..!!...,"sql, tableau, Tableau Architecture, Bi Tools, Data Extraction, SQL Queries, Advance Sql, business intelligence"
Research Analyst,Global Healthcare Exchange,Hyderabad,1-3 Yrs,1 week ago,". College Graduate or higher degree in biomedical engineering, medical sciences / techn...","Supply chain, Online research, Automation, Medical devices, Nursing, Patient care, Healthcare, biomedical"
Research Analyst,Management Health Solutions India,Hyderabad,1-3 Yrs,1 week ago,It is our passion and vision for a more operationally efficient healthcare supply chain...,"Supply chain, Online research, Automation, Medical devices, Nursing, Patient care, Healthcare, biomedical"
Research Analyst,Option Matrix,Hyderabad,0-3 Yrs,1 week ago,"Conduct secondary research using online sources, databases, and industry reports. Coll...","Critical Thinking, Strategic Thinking, Attention To Detail, Decision Making, Communication Skills, Presentation Skills, Analytical, Public Speaking"
Research Analyst,Crisil,"Mumbai, Pune",4-9 Yrs,1 week ago,The successful candidate should have more than 4 years of experience in valuations and ...,"Data analysis, Due diligence, Bloomberg, Financial analysis, Analytical, Finance, Venture capital, Credit analysis"
Research Analyst,CapeStart,Nagercoil,0-5 Yrs,1 week ago,"We are looking for smart, dynamic, self-motivated, and collaborative individuals with ...","Analytical skills, Data analysis, Excel, Quantitative research, Networking, Data Analyst, Research, Management"
"Analyst, HRBP",Tresvista Financial Services,"Hybrid - Pune, Gurugram, Bengaluru",0-1 Yrs,3 weeks ago,Open to passionate freshers eager to kickstart their HR careers Any graduateThis role o...,"Employee Relations, Employee Engagement, HR Analytics, Hr Business Partnering, Strategic HR, Business HR, Analysis, Relationship"
Direct Mail Analyst,EXL,"Hybrid - Gurugram, Bengaluru",6-11 Yrs,3+ weeks ago,Role & responsibilities Roles and Responsibilities: Borrower/customer/marketing strat...,"DM, SQL, Direct Mail Analytics, Campaign Analytics, Marketing Analytics, Email, Direct, Marketing"
"Analyst, Info Sys 4",KLA,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",8-10 Yrs,3+ weeks ago,". Design, deploy, and manage AV Zoom Rooms, ensuring an optimal user experience . Techn...","Analytical, Business analytics, Packaging, VOIP, Video conferencing, Customer service, microsoft, Troubleshooting"
Analyst,ARP Investments,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-4 Yrs,3+ weeks ago,Good written and oral communication skills,"Analyst, Investor relations, Data management, Risk management, Portfolio management, Forecasting, Analytics, Python"
FADL Analyst,Cipla,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",2-4 Yrs,3+ weeks ago,M Sc (Analytical Chemistry) / M Pharm Relevant Work Experience . 2-4 years of experienc...,"Analytical chemistry, SUB, Compliance, Senior Analyst, Pharma, GLP, GMP, HPLC"
Analyst,eClerx,Chandigarh,0-3 Yrs,2 weeks ago,"Flexibility to work in rotational shifts, including evenings, weekends, and holidaysFam...","inbound, customer service, sales, computer skills, crm, flooring, data analytics, concreting"
Analyst,eClerx,Chandigarh,0-3 Yrs,2 weeks ago,Experience working with large datasets and developing complex reports. .,"data analysis, it services, data integration tools, data visualization, technical documentation, python, oracle, data analytics"
CX Analyst,Team Vertex Cosmos,Remote,3-5 Yrs,2 weeks ago,"Job Type: Full Time Minimum of 2 years of experience in a data analysis role, preferabl...","Medallia, Cx Contact, Callminer, Qualtrics, Power Bi, Data Analysis, Data Visualization, Tableau"
Analyst,2coms,Chennai,5-10 Yrs,2 weeks ago,Minimum 5 years of experience in R2R Minimum 5 years of relevant experience in finance ...,"screening, analytical, hiring, global, accounting, sourcing, talent acquisition, closing"
Nexthink Analyst SCB,DXC Technology,Bengaluru,0-6 Yrs,2 weeks ago,Build understanding of business and operational strategies and identify critical metric...,"Project management, Social media, power bi, Data quality, Management, Troubleshooting, Powerpoint, Operations"
Analyst,Prgx India,Pune,2-4 Yrs,2 weeks ago,Procurement / Buying department Should have worked closely with vendors for sourcing pr...,"Procurement, ERP, Data analysis, Costing, SAP, PeopleSoft, Oracle, Forecasting"
Respiratory COE_Technology Analyst,Cipla,"Mumbai, Nagpur, Thane, Nashik, Pune, Aurangabad",3-5 Yrs,3+ weeks ago,"Vendor selection to IT, Purchase and Engineering . Key Decisions (2 / 2) . Education Qu...","Automation, Costing, Simulation, Analytical, Consulting, Manager Technology, Management, Project delivery"
Analyst,Meredith,"Hyderabad, Ahmedabad, Bengaluru",1-7 Yrs,3+ weeks ago,A college degree in Logistics / Distribution Required Skills . Relevant experience of 3...,"Printing, Analyst, distribution planning, Supply Chain Analyst, Analytical, Project management, Transport management system, SCM"
Analyst,Wipro,Gurugram,1-4 Yrs,3 weeks ago,"Proficiency in Microsoft Office tools (MS Excel, MS PowerPoint, and MS Word)Skills Requ...","python, tableau, ms office tools, quantitative, finance, analysts, risk management, due diligence"
Analyst - L3,Wipro,Gurugram,3-5 Yrs,3 weeks ago,Mandatory Skills: Analytics(DMS). Experience3-5 Years.,"python, data analysis, data analytics, sql, predictive modeling, financial analysis, project management, investment banking"
Analyst Promotions Insight,Target,Bengaluru,0-2 Yrs,3 weeks ago,. JOB REQUIREMENTS . MBA-Retail / Operations management with 0-2 years of experience . ...,"project management, data analysis, budgeting, sql, financial planning, analysts, python, css"
S&C GN SC&O - S&P - GenAI - Analyst,Accenture,Bengaluru,2-5 Yrs,3 weeks ago,Engaging in business process and requirement discussions with clients to design effecti...,"data interpretation, data analytics, presentation skills, artificial intelligence, sourcing, data analysis, software testing, appium"
Deal Desk Analyst,Eagle Eye Networks,Bengaluru,2-4 Yrs,3 weeks ago,". 9-hour shift (1-hour break), covering U.S. time zones: 7:00 AM - 7:00 PM Austin time ...","Data management, Reconciliation, Data processing, Customer service, Business intelligence, Analytics, Data entry, CRM"
License Key Analyst,ION,Noida,2-7 Yrs,3+ weeks ago,Assisting with the integration of newly acquired companies . Other Ad hoc work as requi...,"Supply chain, Automation, electronic trading, Financial analysis, Finance, Key management, Management, Analytics"
Hiring For 401k analyst in Bengaluru: Salary upto 7lpa,India's Leading IT Service Provider.,Bengaluru,2-7 Yrs,3+ weeks ago,Willing to work in night shiftsMinimum qualification - (Graduates and Postgraduates eli...,"401K, US RETIREMENT, roleovers, Retirement Planning, Financial Services, Analytical Skills, ENGLISH COMMUNICATIONS SKILLS, EXCEL FORMULAE"
Analyst HPLC/GC,Sipra Labs,Hyderabad/Secunderabad(Sanath Nagar),2-7 Yrs,3+ weeks ago,"Roles and ResponsibilitiesConduct analytical testing using HPLC, GC, UV-Vis, ICP-MS, LC...","GC, HPLC, LCMS, GC-MS, uv, analytical, Icp-Ms, UV-VIS"
Analyst,Merkle B2b,Bengaluru,0-2 Yrs,3+ weeks ago,Time Type: Full time,"tableau, Usage, data science, Senior Analyst, Analytics, SQL, Senior, Analysis"
Analyst-10,Merkle Science,Bengaluru,1-2 Yrs,3+ weeks ago,Time Type: Full time,"Analyst, tableau, data science, Analytics, SQL, Science, Analysis, Data"
Voyage Optimisation Analyst,Zeronorth,"Mumbai, Chennai",3-8 Yrs,3+ weeks ago,The Voyage Optimisation Analyst position falls under our our newly based Customer exper...,"SAN, Claims, Front end, Senior Analyst, Project management, Agile, Medical insurance, Operations"
Voyage Optimisation Analyst,Zeronorth,"Mumbai, Chennai",3-8 Yrs,3+ weeks ago,"In a world where regulations, geopolitical shifts, and environmental concerns shape the...","SAN, Claims, Front end, Senior Analyst, Project management, Agile, Medical insurance, Operations"
"Analyst, Active Ownership",Russell Investments,Mumbai,3-5 Yrs,3+ weeks ago,"Bachelor s degree in Business, Finance, Economics or related field (or equivalent exper...","Corporate governance, Analytical, Fixed income, Formulation, Scheduling, Asset management, MS Office, Portfolio management"
Deal Desk Analyst,Trellix,Bengaluru,1-3 Yrs,3+ weeks ago,. Analyzing Deal requirement and Discounting reasonAssisting sales team in the entire a...,"Automation, pricing analysis, Sales, Senior Analyst, Customer support, Customer service, MS Office, Japanese"
Analyst,Grant Thornton India Pvt Ltd,"Kolkata, Bengaluru",0-5 Yrs,3+ weeks ago,Conduct and interact with US team via Skype call in order to enhance good relationships .,"Training, Service delivery, Basic, Interpersonal skills, Senior Analyst, People management skills, Project management, Analytical"
Cybersecurity Analyst APAC,Colliers,Bengaluru,1-5 Yrs,3+ weeks ago,. Colliers is looking to hire a cyber security analyst with expertise and experience in...,"Supply chain, Data analysis, Cisa, cyber security, Information security, ISO 27001, Windows, microsoft"
Analyst,Apollo Global Management,Mumbai,2-7 Yrs,3+ weeks ago,We must never lose our focus and determination to be the best investors and most truste...,"Enterprise risk management, Manager Internal Audit, Reinsurance, External audit, Analytical, Coso, Asset management, Investment management"
FP&A Analyst,Lloyds Technology Centre India,Hyderabad,1-4 Yrs,3+ weeks ago,". Bachelors degree in Finance . ., Accounting, or a related fieldWe re committed to pro...","Leadership development, Senior Analyst, Financial analysis, Analytical, Financial planning, Budgeting, Stakeholder management, Forecasting"
Analyst,Our client is consulting organization dedicated to provide h,Kolkata,0-5 Yrs,1 week ago,"- The candidate should possess excellent problem solving, team leadership, client leade...","analytical, Strategy Consulting, Research, Analysis, Analytics, Consulting"
FPA Analyst,Corpay India,Chennai,4-5 Yrs,3+ weeks ago,"Additionally, the analyst should be experienced with problem-solving and conflict resol...","Business process, Business analysis, Financial planning, Budgeting, Business intelligence, Forecasting, Macros, Operations"
GSOC Analyst,MitKat,Pune,1-5 Yrs,2 weeks ago,DATE : 28 April 2025 . JOB TYPE : FULL TIME . Work in Shifts as per roster created by ...,"Supervisor, PDF, External audit, Senior Analyst, Analytical, Security systems, Electronic security, Site Lead"
